RFT_1,RFT_2,RFT_3,RFT_4,RFT_5,RFT_6,data_1,data_2,data_3,data_4
1.5,-9.04,-11.4,0.2555,0.055,-0.0055,-1.775,345.9,-97.675,-197.025
1.5,-9.04,-11.4,0.2555,0.055,-0.0055,-4.775,345.9,-95.675,-194.025
1.5,-9.04,-11.4,0.2555,0.055,-0.0055,-2.775,344.9,-94.675,-195.025
1.66,-8.68,-11.08,0.2815,0.0715,-0.016,-3.775,344.9,-95.675,-196.025
1.66,-8.68,-11.08,0.2815,0.0715,-0.016,-3.775,348.9,-95.675,-197.025
1.42,-8.4,-12.44,0.2785,0.0745,-0.0175,-3.775,353.9,-96.675,-199.025
1.42,-8.4,-12.44,0.2785,0.0745,-0.0175,-3.775,359.9,-98.675,-200.025
1.42,-8.4,-12.44,0.2785,0.0745,-0.0175,-3.775,362.9,-98.675,-202.025
1.6,-8.6,-12.44,0.27,0.05,-0.0265,-2.775,362.9,-98.675,-201.025
1.6,-8.6,-12.44,0.27,0.05,-0.0265,-2.775,361.9,-98.675,-201.025
1.6,-8.6,-12.44,0.27,0.05,-0.0265,-4.775,361.9,-97.675,-200.025
1.8,-9.74,-12.14,0.2615,0.059,-0.0065,-4.775,358.9,-98.675,-199.025
1.8,-9.74,-12.14,0.2615,0.059,-0.0065,-3.775,357.9,-97.675,-200.025
1.82,-8.84,-11.3,0.258,0.049,-0.0195,-2.775,352.9,-94.675,-196.025
1.82,-8.84,-11.3,0.258,0.049,-0.0195,-3.775,347.9,-95.675,-196.025
1.82,-8.84,-11.3,0.258,0.049,-0.0195,-2.775,337.9,-94.675,-191.025
1.64,-8.16,-10.88,0.283,0.0695,-0.0175,-2.775,329.9,-91.675,-188.025
1.64,-8.16,-10.88,0.283,0.0695,-0.0175,-1.775,318.9,-89.675,-184.025
1.64,-8.16,-10.88,0.283,0.0695,-0.0175,-0.775,304.9,-87.675,-177.025
1.56,-7.5,-10.54,0.236,0.029,-0.0075,-0.775,287.9,-84.675,-169.025
1.56,-7.5,-10.54,0.236,0.029,-0.0075,-0.775,271.9,-80.675,-165.025
1.34,-5.86,-10.36,0.225,0.033,-0.026,1.225,253.9,-75.675,-155.025
1.34,-5.86,-10.36,0.225,0.033,-0.026,1.225,233.9,-71.675,-147.025
1.34,-5.86,-10.36,0.225,0.033,-0.026,2.225,213.9,-68.675,-136.025
1.7,-5.48,-9.84,0.1525,0.0285,-0.0035,4.225,189.9,-64.675,-124.025
1.7,-5.48,-9.84,0.1525,0.0285,-0.0035,4.225,168.9,-59.675,-116.025
1.04,-3.26,-8.66,0.129,0.06,-0.032,5.225,148.9,-55.675,-103.025
1.04,-3.26,-8.66,0.129,0.06,-0.032,2.225,124.9,-49.675,-89.025
1.04,-3.26,-8.66,0.129,0.06,-0.032,4.225,103.9,-46.675,-77.025
1.02,-1.54,-7.48,0.0615,0.059,-0.0165,3.225,81.9,-42.675,-65.025
1.02,-1.54,-7.48,0.0615,0.059,-0.0165,3.225,63.9,-38.675,-50.025
1.02,-1.54,-7.48,0.0615,0.059,-0.0165,3.225,44.9,-36.675,-38.025
0.74,-0.78,-6.82,0,0.038,-0.012,4.225,27.9,-33.675,-25.025
0.74,-0.78,-6.82,0,0.038,-0.012,2.225,12.9,-30.675,-12.025
0,1.6,-7,-0.0225,0.0675,-0.011,4.225,-3.1,-27.675,0.975
0,1.6,-7,-0.0225,0.0675,-0.011,3.225,-19.1,-25.675,13.975
0,1.6,-7,-0.0225,0.0675,-0.011,0.225,-34.1,-22.675,25.975
0.1,2.58,-6.76,-0.0535,0.044,-0.0085,0.225,-46.1,-20.675,37.975
0.1,2.58,-6.76,-0.0535,0.044,-0.0085,-0.775,-59.1,-18.675,49.975
0.24,3.42,-7.58,-0.1305,0.0365,-0.014,-1.775,-68.1,-18.675,62.975
0.24,3.42,-7.58,-0.1305,0.0365,-0.014,-1.775,-80.1,-17.675,72.975
0.24,3.42,-7.58,-0.1305,0.0365,-0.014,-0.775,-89.1,-17.675,82.975
0.16,4.26,-6.5,-0.131,0.028,-0.012,-0.775,-100.1,-18.675,92.975
0.16,4.26,-6.5,-0.131,0.028,-0.012,-1.775,-106.1,-18.675,102.975
0.16,4.26,-6.5,-0.131,0.028,-0.012,-1.775,-115.1,-17.675,111.975
0.02,3.68,-7.1,-0.182,0.0155,0.0105,-2.775,-122.1,-17.675,120.975
0.02,3.68,-7.1,-0.182,0.0155,0.0105,-3.775,-129.1,-17.675,127.975
-0.18,4.68,-6.6,-0.172,0.0325,0.0045,-2.775,-134.1,-19.675,133.975
-0.18,4.68,-6.6,-0.172,0.0325,0.0045,-2.775,-136.1,-19.675,139.975
-0.18,4.68,-6.6,-0.172,0.0325,0.0045,-1.775,-142.1,-21.675,144.975
0.32,5.82,-6.3,-0.16,0.018,0.002,-1.775,-145.1,-24.675,149.975
0.32,5.82,-6.3,-0.16,0.018,0.002,-1.775,-147.1,-24.675,156.975
-0.3,6.2,-7.2,-0.181,0.0335,-0.007,-1.775,-152.1,-26.675,161.975
-0.3,6.2,-7.2,-0.181,0.0335,-0.007,-1.775,-157.1,-29.675,167.975
-0.3,6.2,-7.2,-0.181,0.0335,-0.007,-0.775,-161.1,-28.675,172.975
0.58,5.98,-7.58,-0.189,0.0325,-0.0025,-1.775,-163.1,-30.675,180.975
0.58,5.98,-7.58,-0.189,0.0325,-0.0025,-1.775,-167.1,-29.675,184.975
0.58,5.98,-7.58,-0.189,0.0325,-0.0025,-2.775,-171.1,-30.675,190.975
0.24,6.66,-7.36,-0.209,0.0385,0.003,-3.775,-176.1,-30.675,196.975
0.24,6.66,-7.36,-0.209,0.0385,0.003,-4.775,-180.1,-29.675,203.975
-0.08,6.86,-6.28,-0.221,0.057,0,-3.775,-184.1,-30.675,209.975
-0.08,6.86,-6.28,-0.221,0.057,0,-3.775,-187.1,-29.675,212.975
-0.08,6.86,-6.28,-0.221,0.057,0,-4.775,-191.1,-29.675,218.975
-0.2,7.64,-7.24,-0.241,0.044,-0.0005,-4.775,-193.1,-29.675,220.975
-0.2,7.64,-7.24,-0.241,0.044,-0.0005,-5.775,-192.1,-29.675,223.975
-0.2,7.64,-7.24,-0.241,0.044,-0.0005,-5.775,-193.1,-29.675,225.975
-0.24,7.94,-7.2,-0.235,0.03,-0.0035,-4.775,-195.1,-29.675,227.975
-0.24,7.94,-7.2,-0.235,0.03,-0.0035,-5.775,-197.1,-30.675,232.975
0.26,7.36,-7.7,-0.273,0.034,0.0075,-5.775,-201.1,-29.675,236.975
0.26,7.36,-7.7,-0.273,0.034,0.0075,-5.775,-204.1,-29.675,241.975
0.26,7.36,-7.7,-0.273,0.034,0.0075,-7.775,-204.1,-28.675,242.975
-0.04,7.84,-8.4,-0.308,0.0295,-0.007,-6.775,-205.1,-28.675,240.975
-0.04,7.84,-8.4,-0.308,0.0295,-0.007,-7.775,-205.1,-26.675,241.975
0.1,7.8,-5.8,-0.2295,0.0325,0,-6.775,-202.1,-25.675,236.975
0.1,7.8,-5.8,-0.2295,0.0325,0,-7.775,-201.1,-25.675,233.975
0.1,7.8,-5.8,-0.2295,0.0325,0,-7.775,-198.1,-25.675,227.975
-0.2,7.92,-6.5,-0.216,0.01,-0.0085,-5.775,-193.1,-22.675,219.975
-0.2,7.92,-6.5,-0.216,0.01,-0.0085,-6.775,-187.1,-21.675,206.975
-0.2,7.92,-6.5,-0.216,0.01,-0.0085,-4.775,-179.1,-19.675,193.975
-0.24,6,-7.06,-0.2325,0.005,0.0105,-5.775,-168.1,-16.675,177.975
-0.24,6,-7.06,-0.2325,0.005,0.0105,-5.775,-155.1,-15.675,157.975
-0.2,4.3,-6.78,-0.19,0.0145,0.017,-4.775,-143.1,-15.675,137.975
-0.2,4.3,-6.78,-0.19,0.0145,0.017,-3.775,-126.1,-14.675,119.975
-0.2,4.3,-6.78,-0.19,0.0145,0.017,-1.775,-109.1,-14.675,100.975
0,2.9,-4.74,-0.0915,0.037,0.01,-0.775,-92.1,-16.675,82.975
0,2.9,-4.74,-0.0915,0.037,0.01,0.225,-75.1,-14.675,65.975
0.32,1.52,-3.06,-0.0405,0.022,0.0075,2.225,-59.1,-15.675,49.975
0.32,1.52,-3.06,-0.0405,0.022,0.0075,3.225,-46.1,-17.675,37.975
0.32,1.52,-3.06,-0.0405,0.022,0.0075,5.225,-33.1,-15.675,25.975
0.42,0.76,-1.26,0,0.0125,0.01,6.225,-20.1,-17.675,16.975
0.42,0.76,-1.26,0,0.0125,0.01,5.225,-12.1,-15.675,10.975
0.42,0.76,-1.26,0,0.0125,0.01,6.225,-5.1,-14.675,4.975
0.52,0.24,-0.12,0.0405,0.034,-0.005,5.225,-1.1,-12.675,0.975
0.52,0.24,-0.12,0.0405,0.034,-0.005,5.225,3.9,-10.675,-2.025
-0.02,-0.3,0.02,0.028,0.023,0.0025,4.225,8.9,-11.675,-7.025
-0.02,-0.3,0.02,0.028,0.023,0.0025,4.225,11.9,-12.675,-10.025
-0.02,-0.3,0.02,0.028,0.023,0.0025,4.225,15.9,-11.675,-6.025
0.28,-0.34,0.06,0.0235,0.0035,-0.006,4.225,10.9,-11.675,-8.025
0.28,-0.34,0.06,0.0235,0.0035,-0.006,4.225,12.9,-10.675,-9.025
0.18,-0.8,-0.3,0.023,0.02,0.0055,3.225,14.9,-10.675,-11.025
0.18,-0.8,-0.3,0.023,0.02,0.0055,3.225,15.9,-11.675,-12.025
0.18,-0.8,-0.3,0.023,0.02,0.0055,3.225,14.9,-7.675,-10.025
-0.14,-0.84,-0.16,0.0015,0.003,0.011,3.225,1.9,-3.675,0.975
-0.14,-0.84,-0.16,0.0015,0.003,0.011,1.225,-1.1,-4.675,1.975
-0.14,-0.84,-0.16,0.0015,0.003,0.011,2.225,-2.1,-2.675,2.975
-0.5,0.02,-0.66,-0.005,0.0045,0.0125,0.225,-4.1,-1.675,1.975
-0.5,0.02,-0.66,-0.005,0.0045,0.0125,0.225,-3.1,-0.675,2.975
-0.4,0.98,0.54,0.03,0.0225,-0.0045,-0.775,-4.1,-1.675,2.975
-0.4,0.98,0.54,0.03,0.0225,-0.0045,-0.775,-5.1,0.325,4.975
-0.4,0.98,0.54,0.03,0.0225,-0.0045,-1.775,-8.1,2.325,3.975
0.02,0.26,-0.28,-0.0005,0.0075,-0.0065,-2.775,-9.1,6.325,7.975
0.02,0.26,-0.28,-0.0005,0.0075,-0.0065,-1.775,-10.1,6.325,6.975
0.02,0.26,-0.28,-0.0005,0.0075,-0.0065,-2.775,-11.1,6.325,8.975
-0.44,0.44,-0.02,-0.017,-0.005,-0.01,-3.775,-13.1,7.325,8.975
-0.44,0.44,-0.02,-0.017,-0.005,-0.01,-3.775,-13.1,7.325,10.975
-0.56,0.48,0.8,0.005,0.0005,0,-3.775,-13.1,6.325,8.975
-0.56,0.48,0.8,0.005,0.0005,0,-3.775,-14.1,6.325,10.975
-0.56,0.48,0.8,0.005,0.0005,0,-2.775,-13.1,5.325,10.975
-0.48,0.1,-0.8,-0.0145,-0.0005,0.0035,-3.775,-11.1,4.325,7.975
-0.48,0.1,-0.8,-0.0145,-0.0005,0.0035,-2.775,-10.1,3.325,6.975
-0.2,-0.02,-0.58,-0.0375,-0.0055,-0.007,-4.775,-10.1,4.325,7.975
-0.2,-0.02,-0.58,-0.0375,-0.0055,-0.007,-2.775,-11.1,5.325,6.975
-0.2,-0.02,-0.58,-0.0375,-0.0055,-0.007,-3.775,-9.1,8.325,6.975
-0.16,0.28,0.12,-0.0085,-0.002,0.007,-4.775,-10.1,7.325,6.975
-0.16,0.28,0.12,-0.0085,-0.002,0.007,-4.775,-12.1,10.325,6.975
-0.16,0.28,0.12,-0.0085,-0.002,0.007,-4.775,-10.1,11.325,5.975
-0.02,0.26,-0.16,0,0.0045,0.004,-4.775,-8.1,10.325,4.975
-0.02,0.26,-0.16,0,0.0045,0.004,-5.775,-6.1,9.325,2.975
-0.52,-0.24,-0.5,-0.0135,0.017,0.0015,-3.775,-4.1,9.325,2.975
-0.52,-0.24,-0.5,-0.0135,0.017,0.0015,-3.775,-2.1,8.325,0.975
-0.52,-0.24,-0.5,-0.0135,0.017,0.0015,-4.775,-1.1,7.325,0.975
-0.42,0.44,-0.34,-0.0035,-0.0015,-0.008,-4.775,-0.1,5.325,-1.025
-0.42,0.44,-0.34,-0.0035,-0.0015,-0.008,-3.775,0.9,6.325,-3.025
-0.12,0.44,1.06,0.0105,0.003,-0.004,-3.775,1.9,5.325,-3.025
-0.12,0.44,1.06,0.0105,0.003,-0.004,-2.775,1.9,7.325,-2.025
-0.12,0.44,1.06,0.0105,0.003,-0.004,-3.775,0.9,8.325,-2.025
-0.32,0.64,0.12,0.0215,0.029,-0.011,-4.775,-0.1,9.325,-1.025
-0.32,0.64,0.12,0.0215,0.029,-0.011,-6.775,-2.1,9.325,-1.025
-0.32,0.64,0.12,0.0215,0.029,-0.011,-4.775,-1.1,9.325,-3.025
-0.7,-0.26,-1.36,-0.003,0,0.018,-4.775,0.9,8.325,-5.025
-0.7,-0.26,-1.36,-0.003,0,0.018,-4.775,3.9,5.325,-6.025
-0.26,0.38,-1.42,0.022,0.0065,0.0065,-2.775,4.9,1.325,-7.025
-0.26,0.38,-1.42,0.022,0.0065,0.0065,-3.775,7.9,-3.675,-7.025
-0.26,0.38,-1.42,0.022,0.0065,0.0065,-0.775,7.9,-11.675,-8.025
0.14,0.06,-2.44,0.0325,0.0045,-0.0015,2.225,10.9,-21.675,-9.025
0.14,0.06,-2.44,0.0325,0.0045,-0.0015,7.225,11.9,-32.675,-8.025
1.1,-0.6,-4.28,-0.0075,0.04,0.007,12.225,15.9,-42.675,-9.025
1.1,-0.6,-4.28,-0.0075,0.04,0.007,16.225,18.9,-54.675,-11.025
1.1,-0.6,-4.28,-0.0075,0.04,0.007,23.225,20.9,-65.675,-12.025
1.9,-1.46,-4.18,0.013,0.0695,0.0215,28.225,24.9,-78.675,-12.025
1.9,-1.46,-4.18,0.013,0.0695,0.0215,36.225,28.9,-88.675,-13.025
1.9,-1.46,-4.18,0.013,0.0695,0.0215,38.225,28.9,-97.675,-12.025
2.78,-0.08,-5.58,0.047,0.054,0,45.225,31.9,-106.675,-13.025
2.78,-0.08,-5.58,0.047,0.054,0,50.225,32.9,-115.675,-14.025
3.08,-0.38,-6.72,0.037,0.0985,-0.001,55.225,33.9,-125.675,-13.025
3.08,-0.38,-6.72,0.037,0.0985,-0.001,60.225,35.9,-136.675,-14.025
3.08,-0.38,-6.72,0.037,0.0985,-0.001,67.225,39.9,-145.675,-16.025
4.68,-1.3,-6.78,0.0505,0.132,0.023,73.225,42.9,-156.675,-15.025
4.68,-1.3,-6.78,0.0505,0.132,0.023,80.225,44.9,-164.675,-17.025
4.68,-1.3,-6.78,0.0505,0.132,0.023,85.225,43.9,-173.675,-17.025
4.92,-0.94,-7.56,0.046,0.1085,0.0005,90.225,42.9,-181.675,-13.025
4.92,-0.94,-7.56,0.046,0.1085,0.0005,97.225,41.9,-190.675,-13.025
5.5,-0.04,-8.8,0.0325,0.1285,-0.001,103.225,39.9,-198.675,-10.025
5.5,-0.04,-8.8,0.0325,0.1285,-0.001,108.225,37.9,-206.675,-9.025
5.5,-0.04,-8.8,0.0325,0.1285,-0.001,115.225,35.9,-213.675,-8.025
6.34,-0.18,-10.26,0.012,0.1485,-0.017,120.225,34.9,-218.675,-5.025
6.34,-0.18,-10.26,0.012,0.1485,-0.017,125.225,30.9,-224.675,-2.025
6.64,0.06,-10.28,0.007,0.1645,-0.0225,131.225,28.9,-228.675,-2.025
6.64,0.06,-10.28,0.007,0.1645,-0.0225,133.225,26.9,-234.675,1.975
6.64,0.06,-10.28,0.007,0.1645,-0.0225,138.225,24.9,-239.675,1.975
6.92,-0.04,-10.44,-0.0055,0.1985,-0.017,142.225,25.9,-246.675,1.975
6.92,-0.04,-10.44,-0.0055,0.1985,-0.017,148.225,26.9,-252.675,-0.025
6.92,-0.04,-10.44,-0.0055,0.1985,-0.017,153.225,30.9,-259.675,-3.025
7.48,0.16,-10.1,0.037,0.1905,-0.041,159.225,34.9,-265.675,-7.025
7.48,0.16,-10.1,0.037,0.1905,-0.041,165.225,38.9,-271.675,-10.025
8.2,-0.3,-11.8,0.018,0.2435,-0.0205,170.225,38.9,-274.675,-10.025
8.2,-0.3,-11.8,0.018,0.2435,-0.0205,176.225,40.9,-279.675,-9.025
8.2,-0.3,-11.8,0.018,0.2435,-0.0205,180.225,37.9,-284.675,-8.025
9,-0.24,-10.88,0.011,0.2405,-0.0285,184.225,37.9,-288.675,-9.025
9,-0.24,-10.88,0.011,0.2405,-0.0285,186.225,36.9,-291.675,-10.025
9.12,-0.66,-10.88,0.023,0.233,-0.0105,189.225,38.9,-292.675,-10.025
9.12,-0.66,-10.88,0.023,0.233,-0.0105,192.225,40.9,-296.675,-12.025
9.12,-0.66,-10.88,0.023,0.233,-0.0105,197.225,41.9,-299.675,-13.025
8.78,-0.8,-12.02,0.0085,0.259,-0.024,197.225,44.9,-302.675,-14.025
8.78,-0.8,-12.02,0.0085,0.259,-0.024,200.225,45.9,-304.675,-14.025
8.78,-0.8,-12.02,0.0085,0.259,-0.024,204.225,44.9,-307.675,-14.025
9.26,-0.34,-11.28,0.022,0.266,-0.0215,206.225,43.9,-308.675,-14.025
9.26,-0.34,-11.28,0.022,0.266,-0.0215,207.225,42.9,-307.675,-15.025
9.42,0,-12.04,0.031,0.268,-0.018,206.225,42.9,-306.675,-12.025
9.42,0,-12.04,0.031,0.268,-0.018,206.225,40.9,-306.675,-11.025
9.42,0,-12.04,0.031,0.268,-0.018,204.225,39.9,-305.675,-9.025
9.26,-0.54,-12.24,0.0065,0.255,-0.0225,203.225,37.9,-305.675,-7.025
9.26,-0.54,-12.24,0.0065,0.255,-0.0225,205.225,37.9,-305.675,-9.025
9.12,-0.06,-11.38,0.024,0.2705,-0.027,205.225,36.9,-306.675,-10.025
9.12,-0.06,-11.38,0.024,0.2705,-0.027,207.225,37.9,-307.675,-11.025
9.12,-0.06,-11.38,0.024,0.2705,-0.027,207.225,40.9,-308.675,-12.025
8.82,-0.02,-12.22,0.033,0.2655,-0.019,209.225,42.9,-308.675,-13.025
8.82,-0.02,-12.22,0.033,0.2655,-0.019,208.225,44.9,-309.675,-15.025
8.82,-0.02,-12.22,0.033,0.2655,-0.019,209.225,46.9,-306.675,-15.025
9.26,-1.12,-11.1,0.0035,0.234,-0.014,203.225,46.9,-304.675,-17.025
9.26,-1.12,-11.1,0.0035,0.234,-0.014,199.225,46.9,-296.675,-16.025
8.62,-0.94,-11.74,0.022,0.228,-0.0135,194.225,45.9,-291.675,-17.025
8.62,-0.94,-11.74,0.022,0.228,-0.0135,185.225,46.9,-282.675,-15.025
8.62,-0.94,-11.74,0.022,0.228,-0.0135,177.225,44.9,-274.675,-15.025
7.76,-1.82,-10.76,0.011,0.204,0.006,167.225,45.9,-264.675,-16.025
7.76,-1.82,-10.76,0.011,0.204,0.006,159.225,46.9,-255.675,-18.025
6.36,-0.34,-10.8,0.0385,0.173,-0.0105,151.225,48.9,-247.675,-20.025
6.36,-0.34,-10.8,0.0385,0.173,-0.0105,142.225,51.9,-237.675,-22.025
6.36,-0.34,-10.8,0.0385,0.173,-0.0105,132.225,53.9,-225.675,-24.025
5.86,-0.92,-9.46,0.038,0.128,-0.0105,122.225,54.9,-211.675,-25.025
5.86,-0.92,-9.46,0.038,0.128,-0.0105,109.225,51.9,-196.675,-25.025
5.86,-0.92,-9.46,0.038,0.128,-0.0105,98.225,49.9,-180.675,-23.025
4.18,-1.1,-9.16,0.03,0.093,-0.0015,86.225,44.9,-163.675,-21.025
4.18,-1.1,-9.16,0.03,0.093,-0.0015,74.225,40.9,-145.675,-19.025
2.18,-0.32,-9.48,0.0075,0.0805,0.001,63.225,33.9,-126.675,-17.025
2.18,-0.32,-9.48,0.0075,0.0805,0.001,50.225,26.9,-106.675,-13.025
2.18,-0.32,-9.48,0.0075,0.0805,0.001,38.225,19.9,-85.675,-12.025
0.98,0.1,-7.6,-0.011,0.038,0.003,28.225,9.9,-64.675,-8.025
0.98,0.1,-7.6,-0.011,0.038,0.003,17.225,1.9,-41.675,-5.025
0.98,0.1,-7.6,-0.011,0.038,0.003,5.225,-5.1,-21.675,-3.025
-0.02,0.38,-7.72,-0.0245,-0.0295,0.0055,-2.775,-10.1,-6.675,-1.025
-0.02,0.38,-7.72,-0.0245,-0.0295,0.0055,-9.775,-14.1,7.325,-1.025
-1.66,0.88,-7.48,-0.0045,-0.028,0.005,-15.775,-16.1,21.325,-2.025
-1.66,0.88,-7.48,-0.0045,-0.028,0.005,-19.775,-18.1,30.325,-5.025
-1.66,0.88,-7.48,-0.0045,-0.028,0.005,-23.775,-21.1,43.325,-4.025
-1.96,0.64,-7.24,-0.032,-0.0445,0.008,-29.775,-24.1,55.325,-2.025
-1.96,0.64,-7.24,-0.032,-0.0445,0.008,-33.775,-29.1,68.325,-2.025
-3,1.2,-6.98,-0.0135,-0.0755,-0.0065,-38.775,-36.1,84.325,-3.025
-3,1.2,-6.98,-0.0135,-0.0755,-0.0065,-44.775,-38.1,98.325,-2.025
-3,1.2,-6.98,-0.0135,-0.0755,-0.0065,-49.775,-41.1,117.325,-4.025
-4.42,0.5,-7.46,-0.036,-0.1205,0.0135,-55.775,-44.1,129.325,-5.025
-4.42,0.5,-7.46,-0.036,-0.1205,0.0135,-59.775,-45.1,143.325,-8.025
-4.42,0.5,-7.46,-0.036,-0.1205,0.0135,-65.775,-48.1,158.325,-11.025
-4.48,0.66,-8.52,-0.0455,-0.159,-0.0015,-70.775,-48.1,168.325,-14.025
-4.48,0.66,-8.52,-0.0455,-0.159,-0.0015,-73.775,-48.1,180.325,-16.025
-5.66,0.48,-8.24,-0.0255,-0.1595,0.0065,-77.775,-49.1,192.325,-18.025
-5.66,0.48,-8.24,-0.0255,-0.1595,0.0065,-79.775,-51.1,203.325,-18.025
-5.66,0.48,-8.24,-0.0255,-0.1595,0.0065,-82.775,-52.1,211.325,-21.025
-6.04,-0.34,-9.08,-0.058,-0.195,0.0015,-87.775,-52.1,218.325,-22.025
-6.04,-0.34,-9.08,-0.058,-0.195,0.0015,-87.775,-51.1,224.325,-23.025
-6.16,0.4,-8.94,-0.0155,-0.1865,0.0005,-89.775,-54.1,232.325,-24.025
-6.16,0.4,-8.94,-0.0155,-0.1865,0.0005,-92.775,-55.1,241.325,-26.025
-6.16,0.4,-8.94,-0.0155,-0.1865,0.0005,-94.775,-57.1,250.325,-27.025
-7.02,0.02,-9.7,-0.0315,-0.224,0.0055,-97.775,-59.1,262.325,-29.025
-7.02,0.02,-9.7,-0.0315,-0.224,0.0055,-100.775,-61.1,272.325,-29.025
-7.02,0.02,-9.7,-0.0315,-0.224,0.0055,-103.775,-62.1,281.325,-30.025
-7.4,1,-9.26,-0.0075,-0.219,-0.0035,-103.775,-63.1,290.325,-31.025
-7.4,1,-9.26,-0.0075,-0.219,-0.0035,-107.775,-67.1,300.325,-32.025
-7.6,0.74,-10.48,-0.0385,-0.242,-0.006,-108.775,-69.1,308.325,-32.025
-7.6,0.74,-10.48,-0.0385,-0.242,-0.006,-111.775,-72.1,318.325,-33.025
-7.6,0.74,-10.48,-0.0385,-0.242,-0.006,-112.775,-72.1,324.325,-35.025
-7.82,1.1,-9.32,-0.003,-0.2655,-0.0105,-114.775,-74.1,331.325,-36.025
-7.82,1.1,-9.32,-0.003,-0.2655,-0.0105,-116.775,-72.1,336.325,-39.025
-8.04,0.72,-9.68,-0.0065,-0.264,-0.0035,-117.775,-71.1,343.325,-39.025
-8.04,0.72,-9.68,-0.0065,-0.264,-0.0035,-119.775,-74.1,348.325,-40.025
-8.04,0.72,-9.68,-0.0065,-0.264,-0.0035,-121.775,-76.1,354.325,-39.025
-8.98,0.48,-9.74,-0.02,-0.2325,-0.0085,-122.775,-79.1,362.325,-38.025
-8.98,0.48,-9.74,-0.02,-0.2325,-0.0085,-123.775,-83.1,370.325,-37.025
-8.98,0.48,-9.74,-0.02,-0.2325,-0.0085,-125.775,-87.1,381.325,-36.025
-9.06,0.72,-10.52,-0.034,-0.2615,0,-127.775,-89.1,388.325,-37.025
-9.06,0.72,-10.52,-0.034,-0.2615,0,-128.775,-90.1,395.325,-35.025
-9.18,-0.24,-10.06,-0.0455,-0.298,0.013,-129.775,-93.1,400.325,-38.025
-9.18,-0.24,-10.06,-0.0455,-0.298,0.013,-129.775,-93.1,399.325,-36.025
-9.18,-0.24,-10.06,-0.0455,-0.298,0.013,-129.775,-93.1,395.325,-36.025
-9.44,0.94,-10.62,-0.052,-0.2825,-0.015,-128.775,-92.1,390.325,-35.025
-9.44,0.94,-10.62,-0.052,-0.2825,-0.015,-128.775,-91.1,384.325,-34.025
-8.92,0.82,-11.12,-0.0465,-0.272,-0.0165,-126.775,-90.1,378.325,-33.025
-8.92,0.82,-11.12,-0.0465,-0.272,-0.0165,-125.775,-89.1,371.325,-31.025
-8.92,0.82,-11.12,-0.0465,-0.272,-0.0165,-125.775,-89.1,366.325,-31.025
-8.4,1.58,-9.9,0.0145,-0.222,-0.0155,-123.775,-87.1,359.325,-29.025
-8.4,1.58,-9.9,0.0145,-0.222,-0.0155,-122.775,-86.1,348.325,-31.025
-8.4,1.58,-9.9,0.0145,-0.222,-0.0155,-118.775,-81.1,331.325,-30.025
-7.56,0.84,-9.92,-0.0155,-0.2425,-0.0095,-113.775,-72.1,307.325,-29.025
-7.56,0.84,-9.92,-0.0155,-0.2425,-0.0095,-109.775,-65.1,281.325,-28.025
-6.12,0.38,-9.98,-0.028,-0.187,-0.0105,-102.775,-58.1,253.325,-26.025
-6.12,0.38,-9.98,-0.028,-0.187,-0.0105,-95.775,-51.1,227.325,-24.025
-6.12,0.38,-9.98,-0.028,-0.187,-0.0105,-87.775,-48.1,199.325,-20.025
-4.62,0.04,-8.42,0.0005,-0.1085,0.007,-79.775,-43.1,172.325,-16.025
-4.62,0.04,-8.42,0.0005,-0.1085,0.007,-71.775,-38.1,142.325,-14.025
-4.62,0.04,-8.42,0.0005,-0.1085,0.007,-62.775,-32.1,113.325,-12.025
-2.56,-0.08,-7.04,0.0185,-0.047,-0.003,-52.775,-24.1,88.325,-12.025
-2.56,-0.08,-7.04,0.0185,-0.047,-0.003,-42.775,-18.1,67.325,-9.025
-0.72,0.22,-5.08,0.044,-0.01,-0.0215,-33.775,-12.1,51.325,-9.025
-0.72,0.22,-5.08,0.044,-0.01,-0.0215,-28.775,-9.1,39.325,-8.025
-0.72,0.22,-5.08,0.044,-0.01,-0.0215,-22.775,-7.1,28.325,-8.025
-0.14,0.52,-3.34,0.016,0.0125,-0.009,-17.775,-5.1,23.325,-6.025
-0.14,0.52,-3.34,0.016,0.0125,-0.009,-14.775,-4.1,19.325,-5.025
-0.14,-0.02,-1.82,0.015,0.019,0.0005,-13.775,-3.1,17.325,-3.025
-0.14,-0.02,-1.82,0.015,0.019,0.0005,-11.775,-4.1,16.325,-3.025
-0.14,-0.02,-1.82,0.015,0.019,0.0005,-10.775,-5.1,16.325,-2.025
0.02,0.04,-0.6,0.0105,0.011,-0.018,-9.775,-2.1,15.325,-4.025
0.02,0.04,-0.6,0.0105,0.011,-0.018,-8.775,-2.1,15.325,-2.025
0.02,0.04,-0.6,0.0105,0.011,-0.018,-7.775,-1.1,15.325,-2.025
0,0.02,-0.08,0.003,-0.0035,0.005,-5.775,0.9,12.325,-3.025
0,0.02,-0.08,0.003,-0.0035,0.005,-5.775,1.9,9.325,-3.025
0.22,-0.4,-0.62,0.004,0.0025,0.0025,-4.775,1.9,5.325,-1.025
0.22,-0.4,-0.62,0.004,0.0025,0.0025,-3.775,1.9,6.325,-1.025
0.22,-0.4,-0.62,0.004,0.0025,0.0025,-4.775,-0.1,7.325,-1.025
